Bank Servicer(Y/N),Orig LTV Description,Credit Score Description,Factor Date,Weighted Average Gross Coupon ,CPR 1M,CDR 1M,CCR 1M (Curtailment)
N,HighLTV,MidFICO,1/1/2018,4.217710975,9.610350019,,0.325981294
Y,HighLTV,MidFICO,1/1/2018,4.16360651,8.883207739,,0.403321829
N,HighLTV,MidFICO,12/1/2017,4.217399287,11.41086597,,0.314687647
Y,HighLTV,MidFICO,12/1/2017,4.163847463,10.21758357,,0.392027074
N,HighLTV,MidFICO,11/1/2017,4.221596778,11.76830696,,0.316707908
Y,HighLTV,MidFICO,11/1/2017,4.162080393,10.82528519,,0.391737351
N,HighLTV,MidFICO,10/1/2017,4.220764587,13.60325088,,0.322346866
Y,HighLTV,MidFICO,10/1/2017,4.162993748,12.03528224,,0.390236556
N,HighLTV,MidFICO,9/1/2017,4.217477997,12.44157779,,0.323070189
Y,HighLTV,MidFICO,9/1/2017,4.165043126,11.17529446,,0.395488379
N,HighLTV,MidFICO,8/1/2017,4.189863856,13.41633515,,0.318406562
Y,HighLTV,MidFICO,8/1/2017,4.080387978,11.53029003,,0.409558015
N,HighLTV,MidFICO,7/1/2017,4.185588039,12.02478478,,0.279407294
Y,HighLTV,MidFICO,7/1/2017,4.076272036,11.0058418,,0.366909429
N,HighLTV,MidFICO,6/1/2017,4.17959918,12.66250614,,0.355643233
Y,HighLTV,MidFICO,6/1/2017,4.0682025,11.40108843,,0.406951285
N,HighLTV,MidFICO,5/1/2017,4.173186462,11.33084995,,0.306235719
Y,HighLTV,MidFICO,5/1/2017,4.061029078,10.7179235,,0.399863168
N,HighLTV,MidFICO,4/1/2017,4.168174651,9.697826698,,0.293883348
Y,HighLTV,MidFICO,4/1/2017,4.054798384,8.993883651,,0.342189669
N,HighLTV,MidFICO,3/1/2017,4.164335978,10.20068775,,0.368274495
Y,HighLTV,MidFICO,3/1/2017,4.051116892,9.183449508,,0.447140731
N,HighLTV,MidFICO,2/1/2017,4.160233183,7.765280067,,0.272204934
Y,HighLTV,MidFICO,2/1/2017,4.050784291,7.199042678,,0.360504275
N,HighLTV,MidFICO,1/1/2017,4.163797612,9.476365556,,0.294202359
Y,HighLTV,MidFICO,1/1/2017,4.056868136,8.312620863,,0.370904384
N,HighLTV,MidFICO,12/1/2016,4.179977566,14.99494334,,0.298699756
Y,HighLTV,MidFICO,12/1/2016,4.06996876,13.59653432,,0.391230489
N,HighLTV,MidFICO,11/1/2016,4.18839268,17.67591992,,0.265844907
Y,HighLTV,MidFICO,11/1/2016,4.08280228,15.40389673,,0.325621508
N,HighLTV,MidFICO,10/1/2016,4.205600893,17.66467721,,0.29009027
Y,HighLTV,MidFICO,10/1/2016,4.09808077,15.98933916,,0.360792012
N,HighLTV,MidFICO,9/1/2016,4.223317135,18.67213614,,0.278977456
Y,HighLTV,MidFICO,9/1/2016,4.111604143,16.78097284,,0.36921248
N,HighLTV,MidFICO,8/1/2016,4.23822423,19.9414413,,0.305562369
Y,HighLTV,MidFICO,8/1/2016,4.12077623,18.15853878,,0.367950634
N,HighLTV,MidFICO,7/1/2016,4.249812834,14.72657191,,0.278722581
Y,HighLTV,MidFICO,7/1/2016,4.129002197,13.66520332,,0.367920891
N,HighLTV,MidFICO,6/1/2016,4.260170711,15.93285429,,0.280163431
Y,HighLTV,MidFICO,6/1/2016,4.135906798,14.86399225,,0.347459752
N,HighLTV,MidFICO,5/1/2016,4.26935706,14.74552302,,0.300487771
Y,HighLTV,MidFICO,5/1/2016,4.140758589,13.63398644,,0.351309582
N,HighLTV,MidFICO,4/1/2016,4.275670384,13.96643183,,0.327547955
Y,HighLTV,MidFICO,4/1/2016,4.146330809,12.60720824,,0.389283653
N,HighLTV,MidFICO,3/1/2016,4.279388258,15.12266895,,0.313128161
Y,HighLTV,MidFICO,3/1/2016,4.14686888,13.10795054,,0.371160586
N,HighLTV,MidFICO,2/1/2016,4.279238062,8.898810869,,0.270068498
Y,HighLTV,MidFICO,2/1/2016,4.148665498,8.022814035,,0.34608315
N,HighLTV,MidFICO,1/1/2016,4.281400797,7.728164536,,0.279247505
Y,HighLTV,MidFICO,1/1/2016,4.149345245,7.027322476,,0.345928272
N,HighLTV,MidFICO,12/1/2015,4.285502841,10.50246188,,0.26677998
Y,HighLTV,MidFICO,12/1/2015,4.149969764,9.13039133,,0.337144986
N,HighLTV,MidFICO,11/1/2015,4.287419354,9.057140637,,0.256720137
Y,HighLTV,MidFICO,11/1/2015,4.150008727,8.164050087,,0.315699531
N,HighLTV,MidFICO,10/1/2015,4.289037415,10.18676345,,0.2972876
Y,HighLTV,MidFICO,10/1/2015,4.147685173,9.380668898,,0.323956265
N,HighLTV,MidFICO,9/1/2015,4.286196246,10.47366592,,0.297493686
Y,HighLTV,MidFICO,9/1/2015,4.147106034,9.053758361,,0.329356759
N,HighLTV,MidFICO,8/1/2015,4.285836965,9.367422091,,0.269013306
Y,HighLTV,MidFICO,8/1/2015,4.146923407,9.331484931,,0.328643387
N,HighLTV,MidFICO,7/1/2015,4.289272393,10.43004128,,0.287705621
Y,HighLTV,MidFICO,7/1/2015,4.150103834,10.21798661,,0.37390106
N,HighLTV,MidFICO,6/1/2015,4.294679281,11.71414134,,0.272013415
Y,HighLTV,MidFICO,6/1/2015,4.15645474,11.77215918,,0.318158539
N,HighLTV,MidFICO,5/1/2015,4.30075422,11.97337681,,0.289318046
Y,HighLTV,MidFICO,5/1/2015,4.159880471,10.79714104,,0.328558515
N,HighLTV,MidFICO,4/1/2015,4.308242542,11.89901078,,0.25144744
Y,HighLTV,MidFICO,4/1/2015,4.169666007,11.0043037,,0.30727074
N,HighLTV,MidFICO,3/1/2015,4.317118007,14.81124637,,0.272740246
Y,HighLTV,MidFICO,3/1/2015,4.174587602,13.24452436,,0.334292638
N,HighLTV,MidFICO,2/1/2015,4.318805775,12.75076584,,0.240745508
Y,HighLTV,MidFICO,2/1/2015,4.176071352,10.37689149,,0.284465826
N,HighLTV,MidFICO,1/1/2015,4.316939785,8.637511433,,0.256453074
Y,HighLTV,MidFICO,1/1/2015,4.172479869,6.582245147,,0.321845688
N,LowLTV,HighFICO,12/1/2021,3.327898671,3.797399444,0,0.145143156
Y,LowLTV,HighFICO,12/1/2021,3.388680356,5.896410055,0,0.305895771
N,LowLTV,HighFICO,11/1/2021,3.348219803,15.75672205,0,0.075388417
Y,LowLTV,HighFICO,11/1/2021,3.410686158,11.79303106,0,0.139640241
N,LowLTV,HighFICO,10/1/2021,3.346187965,4.28170721,0,0.208961303
Y,LowLTV,HighFICO,10/1/2021,3.418099893,19.78948121,0,0.222372881
N,LowLTV,HighFICO,9/1/2021,3.541737759,6.268282384,6.004607836,0.289618889
Y,LowLTV,HighFICO,9/1/2021,3.53875997,9.61825721,0,0.223242841
N,LowLTV,HighFICO,8/1/2021,3.571374109,24.78565672,0,0.5427515
Y,LowLTV,HighFICO,8/1/2021,3.575506113,31.27245621,0,0.43656777
N,LowLTV,HighFICO,7/1/2021,3.582408601,22.07871256,0,0.236010633
Y,LowLTV,HighFICO,7/1/2021,3.579966014,19.663461,0,1.011380814
N,LowLTV,HighFICO,6/1/2021,3.636039009,9.675361112,0,2.284631373
Y,LowLTV,HighFICO,6/1/2021,3.654891294,5.735641867,0,0.686856424
N,LowLTV,HighFICO,5/1/2021,3.646128228,9.175195406,0,0.218483301
Y,LowLTV,HighFICO,5/1/2021,3.655620984,0.193986733,0,0.032722381
N,LowLTV,HighFICO,4/1/2021,3.653709845,23.16924124,0,0.669155629
Y,LowLTV,HighFICO,4/1/2021,3.656102849,0.396485723,0,0.396485723
N,LowLTV,HighFICO,3/1/2021,3.736401744,7.101559997,0,2.197679338
Y,LowLTV,HighFICO,3/1/2021,3.71709022,28.5182637,1.103656408,1.379681004
N,LowLTV,HighFICO,2/1/2021,3.724393542,14.54657705,,0.465735863
Y,LowLTV,HighFICO,2/1/2021,3.710901962,7.020498312,,0.405138428
N,LowLTV,HighFICO,1/1/2021,3.830225261,22.12312801,,1.75387558
Y,LowLTV,HighFICO,1/1/2021,3.799308603,14.68407434,,0.162103526
N,LowLTV,HighFICO,12/1/2020,3.835401696,7.080310734,,0.373405755
Y,LowLTV,HighFICO,12/1/2020,3.811740196,31.07303901,,0.952525228
N,LowLTV,HighFICO,11/1/2020,3.968297285,19.27314427,,0.221386784
Y,LowLTV,HighFICO,11/1/2020,3.89663721,1.780160638,,0.249887419
N,LowLTV,HighFICO,10/1/2020,3.964298503,6.691628638,,2.017203744
Y,LowLTV,HighFICO,10/1/2020,3.89771253,12.7899757,,0.929135693
N,LowLTV,HighFICO,9/1/2020,4.032910501,15.88497031,,0.319851939
Y,LowLTV,HighFICO,9/1/2020,3.960421719,22.60269631,,0.374232409
N,LowLTV,HighFICO,8/1/2020,4.105929215,1.592274264,,-0.013435921
Y,LowLTV,HighFICO,8/1/2020,4.038053475,18.84724599,,1.218025994
N,LowLTV,HighFICO,7/1/2020,4.144779282,0.476168715,,0.476168715
Y,LowLTV,HighFICO,7/1/2020,4.082843212,12.92827374,,1.731751005
N,LowLTV,HighFICO,6/1/2020,4.203196416,27.96869403,,0.149360533
Y,LowLTV,HighFICO,6/1/2020,4.160039323,2.598819016,,0.681901708
N,LowLTV,HighFICO,5/1/2020,4.21459974,36.75895488,,0.632333075
Y,LowLTV,HighFICO,5/1/2020,4.163944346,6.941647334,,0.376063734
N,LowLTV,HighFICO,4/1/2020,4.257141751,23.48451539,,0.149104087
Y,LowLTV,HighFICO,4/1/2020,4.193157267,0.264139511,,0.237979483
N,LowLTV,HighFICO,3/1/2020,4.255626857,8.95505273,,0.383261815
Y,LowLTV,HighFICO,3/1/2020,4.193095327,8.462123032,,0.341587249
N,LowLTV,HighFICO,2/1/2020,4.255002467,0.452879182,,0.452879182
Y,LowLTV,HighFICO,2/1/2020,4.192018831,1.060848313,,0.409818243
N,LowLTV,HighFICO,1/1/2020,4.28562285,5.043275781,,2.404894202
Y,LowLTV,HighFICO,1/1/2020,4.214933411,13.05963232,,0.32815845
N,LowLTV,HighFICO,12/1/2019,4.28492809,0.622356254,,0.622356254
Y,LowLTV,HighFICO,12/1/2019,4.206334143,11.38872149,,0.603083845
N,LowLTV,HighFICO,11/1/2019,4.270171725,30.22384603,,0.664392439
Y,LowLTV,HighFICO,11/1/2019,4.208350618,13.58380558,,0.604731182
N,LowLTV,HighFICO,10/1/2019,4.304472753,0.603218225,,0.588765139
Y,LowLTV,HighFICO,10/1/2019,4.239529081,8.024369932,,0.577649226
N,LowLTV,HighFICO,9/1/2019,4.30764788,0.975265952,,0.587067992
Y,LowLTV,HighFICO,9/1/2019,4.232269196,1.923232262,,0.754479991
N,LowLTV,HighFICO,8/1/2019,4.189705772,2.495842634,,1.897896333
Y,LowLTV,HighFICO,8/1/2019,4.217731946,17.91555454,,1.764367307
N,LowLTV,HighFICO,7/1/2019,4.193368622,10.67174085,,1.943557403
Y,LowLTV,HighFICO,7/1/2019,4.205327378,11.20442103,,11.11684858
N,LowLTV,HighFICO,6/1/2019,4.02998793,8.397825724,,3.270451944
Y,LowLTV,HighFICO,6/1/2019,4.117651457,13.91617268,,0.55327973
N,LowLTV,HighFICO,5/1/2019,4.090069746,11.12595631,,0.639888363
Y,LowLTV,HighFICO,5/1/2019,3.989183241,13.41434222,,0.371284525
N,LowLTV,HighFICO,4/1/2019,4.09495157,7.414569644,,0.413006945
Y,LowLTV,HighFICO,4/1/2019,3.988689688,12.84377259,,0.275651179
N,LowLTV,HighFICO,3/1/2019,4.099965953,8.443249732,,0.34821467
Y,LowLTV,HighFICO,3/1/2019,3.98982753,2.928186115,,0.420598802
N,LowLTV,HighFICO,2/1/2019,4.093346233,4.755860358,,2.860571948
Y,LowLTV,HighFICO,2/1/2019,3.994622411,14.15009557,,0.291406345
N,LowLTV,HighFICO,1/1/2019,4.066390748,5.96423194,,1.386649299
Y,LowLTV,HighFICO,1/1/2019,3.983101121,9.751147635,,0.234045016
N,LowLTV,HighFICO,12/1/2018,4.062352223,5.882564243,,1.206241342
Y,LowLTV,HighFICO,12/1/2018,3.985074035,5.290128185,,0.437496712
N,LowLTV,HighFICO,11/1/2018,4.06830399,12.52848195,,0.311040842
Y,LowLTV,HighFICO,11/1/2018,3.983013793,6.970562257,,0.230934801
N,LowLTV,HighFICO,10/1/2018,4.009368168,7.059488091,,0.486699933
Y,LowLTV,HighFICO,10/1/2018,3.955110716,3.494477958,,0.292277974
N,LowLTV,HighFICO,9/1/2018,4.007835447,6.640203938,,0.269852723
Y,LowLTV,HighFICO,9/1/2018,3.956707521,9.369976174,,0.211277379
N,LowLTV,HighFICO,8/1/2018,4.005359013,10.34270589,,0.299163186
Y,LowLTV,HighFICO,8/1/2018,3.957923646,14.34474805,,0.339732462
N,LowLTV,HighFICO,7/1/2018,3.940761476,13.27247705,,0.406380568
Y,LowLTV,HighFICO,7/1/2018,3.929880768,7.020970201,,0.229386167
N,LowLTV,HighFICO,6/1/2018,3.938333005,8.318556395,,0.302254496
Y,LowLTV,HighFICO,6/1/2018,3.929739943,14.00142565,,0.439788509
N,LowLTV,HighFICO,5/1/2018,3.937037703,9.317684681,,0.35928213
Y,LowLTV,HighFICO,5/1/2018,3.927527523,7.84546947,,0.373655994
N,LowLTV,HighFICO,4/1/2018,3.920542594,12.90453221,,1.245357488
Y,LowLTV,HighFICO,4/1/2018,3.924362048,7.127769537,,0.345873284
N,LowLTV,HighFICO,3/1/2018,3.925919109,17.05593998,,0.330959638
Y,LowLTV,HighFICO,3/1/2018,3.925820441,7.987564912,,0.675954297
N,LowLTV,HighFICO,2/1/2018,3.924967657,1.163756064,,0.355603536
Y,LowLTV,HighFICO,2/1/2018,3.923575186,9.941487235,,0.406183413
N,LowLTV,HighFICO,1/1/2018,3.917260162,5.206336142,,0.447492711
Y,LowLTV,HighFICO,1/1/2018,3.925987049,4.513886494,,0.402621526
N,LowLTV,HighFICO,12/1/2017,3.926419005,0.594738029,,0.594738029
Y,LowLTV,HighFICO,12/1/2017,3.920792986,2.821555345,,0.524055487
N,LowLTV,HighFICO,11/1/2017,3.919036733,1.456941922,,0.4068881
Y,LowLTV,HighFICO,11/1/2017,3.920835509,6.650763738,,1.657346466
N,LowLTV,HighFICO,10/1/2017,3.923411254,11.21957898,,0.674487578
Y,LowLTV,HighFICO,10/1/2017,3.921009358,0.779037709,,0.446627606
N,LowLTV,HighFICO,9/1/2017,3.914196712,6.589984547,,0.34726538
Y,LowLTV,HighFICO,9/1/2017,3.917365523,6.781822465,,1.47030517
N,LowLTV,HighFICO,8/1/2017,3.9704923,3.590241003,,0.275242644
Y,LowLTV,HighFICO,8/1/2017,3.867530551,3.971207656,,0.280957016
N,LowLTV,HighFICO,7/1/2017,3.946864864,6.292041745,,0.277478898
Y,LowLTV,HighFICO,7/1/2017,3.848803011,8.277059682,,0.230051139
N,LowLTV,HighFICO,6/1/2017,3.948429275,7.344966993,,0.317166797
Y,LowLTV,HighFICO,6/1/2017,3.852251651,9.689894119,,0.167911471
N,LowLTV,HighFICO,5/1/2017,3.948150327,0.337788984,,0.337788984
Y,LowLTV,HighFICO,5/1/2017,3.87036391,18.29671816,,0.231558127
N,LowLTV,HighFICO,4/1/2017,3.93490602,0.279526527,,0.279526527
Y,LowLTV,HighFICO,4/1/2017,3.856090431,5.284604133,,0.361692692
N,LowLTV,HighFICO,3/1/2017,3.935017781,6.858024623,,0.295273896
Y,LowLTV,HighFICO,3/1/2017,3.854074242,7.05700877,,0.785327264
N,LowLTV,HighFICO,2/1/2017,3.934732806,0.313355953,,0.313355953
Y,LowLTV,HighFICO,2/1/2017,3.852821025,6.797905009,,0.182907921
N,LowLTV,HighFICO,1/1/2017,3.942117353,0.396478857,,0.396478857
Y,LowLTV,HighFICO,1/1/2017,3.86962681,0.155069441,,0.155069441
N,LowLTV,HighFICO,12/1/2016,3.935434499,0.264435003,,0.264435003
Y,LowLTV,HighFICO,12/1/2016,3.873643021,0.199937863,,0.199937863
N,LowLTV,HighFICO,11/1/2016,3.89612144,5.666682409,,0.257491454
Y,LowLTV,HighFICO,11/1/2016,3.839492635,9.590288857,,0.121291153
N,LowLTV,HighFICO,10/1/2016,3.907964837,28.49837345,,0.286761405
Y,LowLTV,HighFICO,10/1/2016,3.851070996,16.24779968,,0.157546741
N,LowLTV,HighFICO,9/1/2016,3.907668173,0.345219141,,0.345219141
Y,LowLTV,HighFICO,9/1/2016,3.85102521,0.23392045,,0.23392045
N,LowLTV,HighFICO,8/1/2016,3.912018304,10.1391443,,0.402209078
Y,LowLTV,HighFICO,8/1/2016,3.852265691,8.034739483,,0.171519906
N,LowLTV,HighFICO,7/1/2016,3.912727015,0.308780483,,0.308780483
Y,LowLTV,HighFICO,7/1/2016,3.855422843,3.134347044,,0.219161848
N,LowLTV,HighFICO,6/1/2016,3.911480083,7.068934587,,0.318009414
Y,LowLTV,HighFICO,6/1/2016,3.85519131,8.691962064,,0.134066596
N,LowLTV,HighFICO,5/1/2016,3.908406476,17.67512631,,0.345607611
Y,LowLTV,HighFICO,5/1/2016,3.849321542,6.332405849,,0.133904772
N,LowLTV,HighFICO,4/1/2016,3.908089864,0.338489539,,0.338489539
Y,LowLTV,HighFICO,4/1/2016,3.845810917,13.59574974,,0.179243375
N,LowLTV,HighFICO,3/1/2016,3.904271168,0.704122081,,0.704122081
Y,LowLTV,HighFICO,3/1/2016,3.839029567,8.718821674,,0.208092771
N,LowLTV,HighFICO,2/1/2016,3.903164278,20.95289996,,0.243020341
Y,LowLTV,HighFICO,2/1/2016,3.83971534,5.270112888,,0.179848398
N,LowLTV,HighFICO,1/1/2016,3.901102337,4.639235018,,0.301432724
Y,LowLTV,HighFICO,1/1/2016,3.833044904,6.126577055,,0.106189195
N,LowLTV,HighFICO,12/1/2015,3.903222845,3.785827346,,0.438557016
Y,LowLTV,HighFICO,12/1/2015,3.830816388,32.968121,,0.114296485
N,LowLTV,HighFICO,11/1/2015,3.887753959,0.368528329,,0.368528329
Y,LowLTV,HighFICO,11/1/2015,3.829903887,0.135047311,,0.135047311
N,LowLTV,HighFICO,10/1/2015,3.873379209,21.80252275,,0.324464058
Y,LowLTV,HighFICO,10/1/2015,3.815468611,9.090299223,,0.127266121
N,LowLTV,HighFICO,9/1/2015,3.859225095,19.6585764,,0.314757521
Y,LowLTV,HighFICO,9/1/2015,3.801082396,2.548822022,,0.159643705
N,LowLTV,HighFICO,8/1/2015,3.84237503,7.721264824,,0.259738303
Y,LowLTV,HighFICO,8/1/2015,3.791729677,4.333392927,,0.209225375
N,LowLTV,HighFICO,7/1/2015,3.842052883,0.3231687,,0.3231687
Y,LowLTV,HighFICO,7/1/2015,3.790425899,12.22101283,,0.208431731
N,LowLTV,HighFICO,6/1/2015,3.839784096,5.062736665,,0.541023368
Y,LowLTV,HighFICO,6/1/2015,3.789271545,0.177084083,,0.177084083
N,LowLTV,HighFICO,5/1/2015,3.833211984,0.500815907,,0.500815907
Y,LowLTV,HighFICO,5/1/2015,3.74116754,7.736779506,,0.139086173
N,LowLTV,HighFICO,4/1/2015,3.863874178,25.41645327,,0.336947205
Y,LowLTV,HighFICO,4/1/2015,3.739346897,8.732737206,,0.307565483
N,LowLTV,HighFICO,3/1/2015,3.849646393,7.998650554,,0.288500768
Y,LowLTV,HighFICO,3/1/2015,3.742694814,12.08836896,,3.031195413
N,LowLTV,HighFICO,2/1/2015,3.848001797,15.43369845,,0.334608602
Y,LowLTV,HighFICO,2/1/2015,3.742676629,0.095055141,,0.095055141
N,LowLTV,HighFICO,1/1/2015,3.816618176,2.203163332,,2.203163332
Y,LowLTV,HighFICO,1/1/2015,3.76242623,8.602088385,,-0.000559544
N,LowLTV,HighFICO,12/1/2021,3.042509816,14.0344761,0.181763859,1.235306765
Y,LowLTV,HighFICO,12/1/2021,3.263529721,15.37857885,0.196979047,1.683130536
N,LowLTV,HighFICO,11/1/2021,3.054103199,15.66733333,0.137708496,1.14015933
Y,LowLTV,HighFICO,11/1/2021,3.280605078,16.84049313,0.117073956,1.503085662
N,LowLTV,HighFICO,10/1/2021,3.070617036,18.48826866,0.121058022,1.141681885
Y,LowLTV,HighFICO,10/1/2021,3.300698207,19.3668112,0.119032435,1.526942103
N,LowLTV,HighFICO,9/1/2021,3.089709653,20.92152545,0.112554776,1.227022002
Y,LowLTV,HighFICO,9/1/2021,3.319598695,21.01248294,0.153861705,1.559673386
N,LowLTV,HighFICO,8/1/2021,3.095999898,21.34023815,0.126240478,1.205120367
Y,LowLTV,HighFICO,8/1/2021,3.356983334,21.53309192,0.165530144,1.597489324
N,LowLTV,HighFICO,7/1/2021,3.107616442,17.09825168,0.132640242,1.241518787
Y,LowLTV,HighFICO,7/1/2021,3.375752436,19.46919786,0.171309365,1.675148138
N,LowLTV,HighFICO,6/1/2021,3.123917541,19.18638042,0.144208348,1.244471166
Y,LowLTV,HighFICO,6/1/2021,3.395022238,21.81982872,0.182152686,1.693847548
N,LowLTV,HighFICO,5/1/2021,3.145115417,18.33226939,0.154053387,1.215074078
Y,LowLTV,HighFICO,5/1/2021,3.422918997,20.98801014,0.167461962,1.596693831
N,LowLTV,HighFICO,4/1/2021,3.186076799,22.58608706,0.167084495,1.386907367
Y,LowLTV,HighFICO,4/1/2021,3.468091199,26.71503548,0.202168746,1.868202204
N,LowLTV,HighFICO,3/1/2021,3.238715775,32.32477456,0.166020738,1.487445472
Y,LowLTV,HighFICO,3/1/2021,3.514410109,35.05386392,0.213918523,2.048741099
N,LowLTV,HighFICO,2/1/2021,3.290406488,31.15627414,,1.264960242
Y,LowLTV,HighFICO,2/1/2021,3.550634929,31.49124486,,1.722626696
N,LowLTV,HighFICO,1/1/2021,3.347841281,31.25036623,,1.393181069
Y,LowLTV,HighFICO,1/1/2021,3.588191736,30.37876398,,1.898131467
N,LowLTV,HighFICO,12/1/2020,3.411117248,34.68772031,,1.443953068
Y,LowLTV,HighFICO,12/1/2020,3.623400994,33.42120099,,1.928589897
N,LowLTV,HighFICO,11/1/2020,3.48824591,33.50557025,,1.272250687
Y,LowLTV,HighFICO,11/1/2020,3.671030058,32.13373867,,1.638659045
N,LowLTV,HighFICO,10/1/2020,3.571433183,39.17875253,,1.438381452
Y,LowLTV,HighFICO,10/1/2020,3.714226423,36.53030161,,1.746750693
N,LowLTV,HighFICO,9/1/2020,3.64644528,38.30466209,,1.369777558
Y,LowLTV,HighFICO,9/1/2020,3.748172099,34.72174963,,1.696850271
N,LowLTV,HighFICO,8/1/2020,3.712944803,36.83964376,,1.387071148
Y,LowLTV,HighFICO,8/1/2020,3.789330478,32.47986686,,1.749649121
N,LowLTV,HighFICO,7/1/2020,3.775832035,36.23887834,,1.478954817
Y,LowLTV,HighFICO,7/1/2020,3.823143818,31.88829317,,1.756452269
N,LowLTV,HighFICO,6/1/2020,3.830729416,35.50742083,,1.342646656
Y,LowLTV,HighFICO,6/1/2020,3.850437753,31.15209903,,1.58015505
N,LowLTV,HighFICO,5/1/2020,3.881195561,31.00742706,,1.169743698
Y,LowLTV,HighFICO,5/1/2020,3.879564216,27.46397602,,1.340898167
N,LowLTV,HighFICO,4/1/2020,3.918797519,33.25088005,,0.996540288
Y,LowLTV,HighFICO,4/1/2020,3.896278738,27.54076357,,1.143520503
N,LowLTV,HighFICO,3/1/2020,3.936930488,27.10341494,,1.171426976
Y,LowLTV,HighFICO,3/1/2020,3.904319366,20.42882561,,1.29573382
N,LowLTV,HighFICO,2/1/2020,3.946637545,18.79308232,,1.340694436
Y,LowLTV,HighFICO,2/1/2020,3.909809251,14.17475401,,1.466919889
N,LowLTV,HighFICO,1/1/2020,3.957289035,15.69600858,,1.537881288
Y,LowLTV,HighFICO,1/1/2020,3.914806743,12.82246771,,1.700976965
N,LowLTV,HighFICO,12/1/2019,3.970136248,17.85049239,,1.425587613
Y,LowLTV,HighFICO,12/1/2019,3.921448535,14.5437918,,1.579205635
N,LowLTV,HighFICO,11/1/2019,3.986071611,18.03150831,,1.335555067
Y,LowLTV,HighFICO,11/1/2019,3.928148792,14.39741972,,1.471802531
N,LowLTV,HighFICO,10/1/2019,4.003543012,22.99577723,,1.399962335
Y,LowLTV,HighFICO,10/1/2019,3.933911845,17.89513065,,1.4740658
N,LowLTV,HighFICO,9/1/2019,4.014884807,21.51901879,,1.297502497
Y,LowLTV,HighFICO,9/1/2019,3.937411313,16.43050798,,1.377638274
N,LowLTV,HighFICO,8/1/2019,4.019042599,18.87589026,,1.422443133
Y,LowLTV,HighFICO,8/1/2019,3.939463781,15.04565048,,1.503652624
N,LowLTV,HighFICO,7/1/2019,4.016670192,17.9317665,,1.406615428
Y,LowLTV,HighFICO,7/1/2019,3.938472233,14.21684013,,1.507700121
N,LowLTV,HighFICO,6/1/2019,4.010802341,13.13024464,,1.277781812
Y,LowLTV,HighFICO,6/1/2019,3.935262697,11.28534956,,1.329566301
N,LowLTV,HighFICO,5/1/2019,4.007435296,13.7207355,,1.673024656
Y,LowLTV,HighFICO,5/1/2019,3.929579644,11.89296299,,1.891985092
N,LowLTV,HighFICO,4/1/2019,4.001048039,12.11517729,,1.427074574
Y,LowLTV,HighFICO,4/1/2019,3.922597592,9.891455009,,1.558114359
N,LowLTV,HighFICO,3/1/2019,3.99220323,9.048416542,,1.387690493
Y,LowLTV,HighFICO,3/1/2019,3.916543861,7.93776226,,1.46707291
N,LowLTV,HighFICO,2/1/2019,3.982331248,7.252314208,,1.266804356
Y,LowLTV,HighFICO,2/1/2019,3.908971968,6.39444574,,1.364337804
N,LowLTV,HighFICO,1/1/2019,3.96793157,6.419240854,,1.288439203
Y,LowLTV,HighFICO,1/1/2019,3.900843785,6.091697212,,1.426204753
N,LowLTV,HighFICO,12/1/2018,3.951900142,6.568841915,,1.203631368
Y,LowLTV,HighFICO,12/1/2018,3.892896699,6.526836445,,1.320186549
N,LowLTV,HighFICO,11/1/2018,3.937453785,6.902422274,,1.222323644
Y,LowLTV,HighFICO,11/1/2018,3.883135579,6.924124191,,1.316245677
N,LowLTV,HighFICO,10/1/2018,3.923209308,7.942182026,,1.279733961
Y,LowLTV,HighFICO,10/1/2018,3.875046956,7.78854112,,1.355040505
N,LowLTV,HighFICO,9/1/2018,3.907081941,7.391473637,,1.199773053
Y,LowLTV,HighFICO,9/1/2018,3.866585375,7.307232618,,1.303438445
N,LowLTV,HighFICO,8/1/2018,3.887674052,9.223316273,,1.308392767
Y,LowLTV,HighFICO,8/1/2018,3.857334345,9.197261942,,1.420247681
N,LowLTV,HighFICO,7/1/2018,3.871107234,9.024795476,,1.209067544
Y,LowLTV,HighFICO,7/1/2018,3.849530476,9.060247617,,1.327847235
N,LowLTV,HighFICO,6/1/2018,3.856656725,9.370571818,,1.227816844
Y,LowLTV,HighFICO,6/1/2018,3.842005324,9.698248708,,1.372162597
N,LowLTV,HighFICO,5/1/2018,3.844671435,9.276068656,,1.266547265
Y,LowLTV,HighFICO,5/1/2018,3.834477448,9.4480879,,1.404631434
N,LowLTV,HighFICO,4/1/2018,3.835520745,8.368904333,,1.207045609
Y,LowLTV,HighFICO,4/1/2018,3.829430844,8.491260059,,1.377772188
N,LowLTV,HighFICO,3/1/2018,3.828548246,8.580638225,,1.271925819
Y,LowLTV,HighFICO,3/1/2018,3.827584305,8.445687502,,1.373009499
N,LowLTV,HighFICO,2/1/2018,3.824535378,7.287460125,,1.179473737
Y,LowLTV,HighFICO,2/1/2018,3.825204796,7.2659273,,1.357958367
N,LowLTV,HighFICO,1/1/2018,3.820822573,8.1516478,,1.193489564
Y,LowLTV,HighFICO,1/1/2018,3.823077165,7.795727497,,1.353867429
N,LowLTV,HighFICO,12/1/2017,3.818864849,8.977559231,,1.123209853
Y,LowLTV,HighFICO,12/1/2017,3.821361314,8.633290994,,1.266306776
