Bank Servicer(Y/N),Orig LTV Description,Credit Score Description,Factor Date,Weighted Average Gross Coupon ,CPR 1M,CDR 1M,CCR 1M (Curtailment)
N,LowLTV,LowFICO,4/1/2018,4.40631182,13.16379965,,0.39954692
Y,LowLTV,LowFICO,4/1/2018,4.3371245,10.59558654,,0.542323585
N,LowLTV,LowFICO,3/1/2018,4.401504278,13.59754889,,0.413422512
Y,LowLTV,LowFICO,3/1/2018,4.336218661,10.9486912,,0.539353459
N,LowLTV,LowFICO,2/1/2018,4.400516219,12.3686162,,0.362946643
Y,LowLTV,LowFICO,2/1/2018,4.334750645,9.844189944,,0.531305834
N,LowLTV,LowFICO,1/1/2018,4.397311077,12.76060023,,0.393795713
Y,LowLTV,LowFICO,1/1/2018,4.333386238,9.895973505,,0.506599247
N,LowLTV,LowFICO,12/1/2017,4.398493612,14.39453396,,0.368750214
Y,LowLTV,LowFICO,12/1/2017,4.332435294,11.17343089,,0.510758932
N,LowLTV,LowFICO,11/1/2017,4.406219595,15.16973238,,0.394950995
Y,LowLTV,LowFICO,11/1/2017,4.327382241,11.44476578,,0.497661908
N,LowLTV,LowFICO,10/1/2017,4.40643642,16.17575025,,0.35898872
Y,LowLTV,LowFICO,10/1/2017,4.326670114,12.22463663,,0.49756583
N,LowLTV,LowFICO,9/1/2017,4.405991919,15.52767878,,0.374236868
Y,LowLTV,LowFICO,9/1/2017,4.326788727,11.45399307,,0.502088905
N,LowLTV,LowFICO,8/1/2017,4.366058432,16.64413829,,0.371249615
Y,LowLTV,LowFICO,8/1/2017,4.231691945,11.98172808,,0.477825799
N,LowLTV,LowFICO,7/1/2017,4.364489075,14.09669681,,0.336057537
Y,LowLTV,LowFICO,7/1/2017,4.228067572,10.82880711,,0.48950199
N,LowLTV,LowFICO,6/1/2017,4.356585122,15.08566923,,0.395221974
Y,LowLTV,LowFICO,6/1/2017,4.219043575,11.55988737,,0.505829455
N,LowLTV,LowFICO,5/1/2017,4.355010709,14.46743203,,0.377653545
Y,LowLTV,LowFICO,5/1/2017,4.214650435,10.97422321,,0.500740266
N,LowLTV,LowFICO,4/1/2017,4.334740251,11.95061155,,0.327598207
Y,LowLTV,LowFICO,4/1/2017,4.196788901,9.604279458,,0.392330352
N,LowLTV,LowFICO,3/1/2017,4.327500465,13.53099253,,0.408565789
Y,LowLTV,LowFICO,3/1/2017,4.18800645,10.49450974,,0.524215345
N,LowLTV,LowFICO,2/1/2017,4.319332242,10.78817434,,0.317859151
Y,LowLTV,LowFICO,2/1/2017,4.18905683,8.712202397,,0.477248447
N,LowLTV,LowFICO,1/1/2017,4.305781032,12.56329477,,0.365164207
Y,LowLTV,LowFICO,1/1/2017,4.172237195,10.27775138,,0.478986947
N,LowLTV,LowFICO,12/1/2016,4.316414935,17.18616705,,0.407766022
Y,LowLTV,LowFICO,12/1/2016,4.174113451,13.263501,,0.504638332
N,LowLTV,LowFICO,11/1/2016,4.314982422,18.23089415,,0.340105213
Y,LowLTV,LowFICO,11/1/2016,4.177534271,14.29765285,,0.424961065
N,LowLTV,LowFICO,10/1/2016,4.324389987,18.54552774,,0.31664275
Y,LowLTV,LowFICO,10/1/2016,4.183281959,14.37830399,,0.452194837
N,LowLTV,LowFICO,9/1/2016,4.336239318,19.19975617,,0.361692369
Y,LowLTV,LowFICO,9/1/2016,4.187014323,14.77948488,,0.506695933
N,LowLTV,LowFICO,8/1/2016,4.340891558,19.86939213,,0.39401199
Y,LowLTV,LowFICO,8/1/2016,4.185837975,15.59674015,,0.475605681
N,LowLTV,LowFICO,7/1/2016,4.347697032,15.60246993,,0.348096745
Y,LowLTV,LowFICO,7/1/2016,4.187058907,11.45566928,,0.502163791
N,LowLTV,LowFICO,6/1/2016,4.355775295,17.11428184,,0.351111507
Y,LowLTV,LowFICO,6/1/2016,4.190560383,13.89165899,,0.454764112
N,LowLTV,LowFICO,5/1/2016,4.363141477,16.12382179,,0.352271217
Y,LowLTV,LowFICO,5/1/2016,4.192855254,12.4522516,,0.514537937
N,LowLTV,LowFICO,4/1/2016,4.368516867,15.78294712,,0.43014254
Y,LowLTV,LowFICO,4/1/2016,4.197306511,12.06083726,,0.529340157
N,LowLTV,LowFICO,3/1/2016,4.371055511,16.77069875,,0.391341493
Y,LowLTV,LowFICO,3/1/2016,4.195910842,12.47107169,,0.499537849
N,LowLTV,LowFICO,2/1/2016,4.372156751,11.28771211,,0.352739116
Y,LowLTV,LowFICO,2/1/2016,4.196155335,8.449314473,,0.478383581
N,LowLTV,LowFICO,1/1/2016,4.374356232,9.651976759,,0.393638375
Y,LowLTV,LowFICO,1/1/2016,4.19520638,7.799414904,,0.498647461
N,LowLTV,LowFICO,12/1/2015,4.377694951,13.32650575,,0.395116554
Y,LowLTV,LowFICO,12/1/2015,4.193365213,9.685254451,,0.486521933
N,LowLTV,LowFICO,11/1/2015,4.380139251,11.18928766,,0.328141885
Y,LowLTV,LowFICO,11/1/2015,4.191822495,8.555865748,,0.447879933
N,LowLTV,LowFICO,10/1/2015,4.381374882,12.55358224,,0.437101638
Y,LowLTV,LowFICO,10/1/2015,4.186406818,10.19211852,,0.442856075
N,LowLTV,LowFICO,9/1/2015,4.378393584,12.50031813,,0.346582862
Y,LowLTV,LowFICO,9/1/2015,4.184240934,9.79196812,,0.428249726
N,LowLTV,LowFICO,8/1/2015,4.379001766,11.72229796,,0.415753887
Y,LowLTV,LowFICO,8/1/2015,4.182926152,10.08049638,,0.454341296
N,LowLTV,LowFICO,7/1/2015,4.382975845,13.0159366,,0.432901945
Y,LowLTV,LowFICO,7/1/2015,4.184375633,10.84469882,,0.4887556
N,LowLTV,LowFICO,6/1/2015,4.391142866,14.40251077,,0.36351101
Y,LowLTV,LowFICO,6/1/2015,4.188640638,11.79589679,,0.485636436
N,LowLTV,LowFICO,5/1/2015,4.398347344,13.65076499,,0.356469681
Y,LowLTV,LowFICO,5/1/2015,4.192326537,10.1559933,,0.46903908
N,LowLTV,LowFICO,4/1/2015,4.409769503,14.70956406,,0.385168368
Y,LowLTV,LowFICO,4/1/2015,4.200675791,10.22001362,,0.409228573
N,LowLTV,LowFICO,3/1/2015,4.419285934,15.862977,,0.346800081
Y,LowLTV,LowFICO,3/1/2015,4.204277531,11.0938032,,0.520053604
N,LowLTV,LowFICO,2/1/2015,4.42175476,13.39138155,,0.316248288
Y,LowLTV,LowFICO,2/1/2015,4.20215341,8.457285469,,0.422890169
N,LowLTV,LowFICO,1/1/2015,4.42038674,11.93281611,,0.364930997
Y,LowLTV,LowFICO,1/1/2015,4.196459931,6.855578935,,0.50578492
N,HighLTV,LowFICO,12/1/2021,4.049600212,26.46390634,3.515602389,0.457216981
Y,HighLTV,LowFICO,12/1/2021,4.192595216,25.78016711,2.770295041,0.622129669
N,HighLTV,LowFICO,11/1/2021,4.072378558,27.21457731,2.324014653,0.435752363
Y,HighLTV,LowFICO,11/1/2021,4.209620694,26.5414463,2.136937951,0.552840146
N,HighLTV,LowFICO,10/1/2021,4.098439808,28.67255028,2.114345682,0.427721133
Y,HighLTV,LowFICO,10/1/2021,4.229390997,26.68297421,1.69271997,0.573668895
N,HighLTV,LowFICO,9/1/2021,4.134113477,29.77697187,2.394002697,0.471999712
Y,HighLTV,LowFICO,9/1/2021,4.251151617,27.21952224,1.86934876,0.501923739
N,HighLTV,LowFICO,8/1/2021,4.162451054,30.43567456,2.333048455,0.402118796
Y,HighLTV,LowFICO,8/1/2021,4.277191693,28.7780019,2.294602228,0.517735391
N,HighLTV,LowFICO,7/1/2021,4.189972302,28.74234751,2.297720674,0.445291406
Y,HighLTV,LowFICO,7/1/2021,4.295950808,27.25888326,2.259150036,0.555348023
N,HighLTV,LowFICO,6/1/2021,4.223048757,30.94193342,2.302335537,0.400127516
Y,HighLTV,LowFICO,6/1/2021,4.314327023,30.11131544,2.432526254,0.514871115
N,HighLTV,LowFICO,5/1/2021,4.253047734,28.98528055,2.141051862,0.392789635
Y,HighLTV,LowFICO,5/1/2021,4.332990172,26.81980403,1.407092583,0.478315854
N,HighLTV,LowFICO,4/1/2021,4.289826208,30.68665906,2.425827964,0.455326972
Y,HighLTV,LowFICO,4/1/2021,4.355969203,28.76453693,1.801029213,0.582404756
N,HighLTV,LowFICO,3/1/2021,4.329085201,32.25174376,1.858648631,0.454435276
Y,HighLTV,LowFICO,3/1/2021,4.376102827,30.73416148,1.934861689,0.597296334
N,HighLTV,LowFICO,2/1/2021,4.358522033,25.95333571,,0.36173507
Y,HighLTV,LowFICO,2/1/2021,4.393632197,23.75836643,,0.449105158
N,HighLTV,LowFICO,1/1/2021,4.392948413,24.16318034,,0.358152074
Y,HighLTV,LowFICO,1/1/2021,4.412798331,22.67319738,,0.526835152
N,HighLTV,LowFICO,12/1/2020,4.432407305,28.94459095,,0.396933213
Y,HighLTV,LowFICO,12/1/2020,4.43103973,26.88617072,,0.542060266
N,HighLTV,LowFICO,11/1/2020,4.46565195,26.61147941,,0.350818157
Y,HighLTV,LowFICO,11/1/2020,4.453890456,25.15992013,,0.41837331
N,HighLTV,LowFICO,10/1/2020,4.50046687,28.23699832,,0.402060018
Y,HighLTV,LowFICO,10/1/2020,4.473072679,25.98735775,,0.486071811
N,HighLTV,LowFICO,9/1/2020,4.527733419,25.93672041,,0.354853948
Y,HighLTV,LowFICO,9/1/2020,4.487602739,24.67138997,,0.424120355
N,HighLTV,LowFICO,8/1/2020,4.554360233,25.07631025,,0.327171999
Y,HighLTV,LowFICO,8/1/2020,4.508650326,23.32107802,,0.447069697
N,HighLTV,LowFICO,7/1/2020,4.575272639,25.94295342,,0.337285334
Y,HighLTV,LowFICO,7/1/2020,4.524093605,23.59717114,,0.4221543
N,HighLTV,LowFICO,6/1/2020,4.592737475,24.82620307,,0.315767955
Y,HighLTV,LowFICO,6/1/2020,4.535037959,24.42002286,,0.398919287
N,HighLTV,LowFICO,5/1/2020,4.605443067,23.34782003,,0.282544028
Y,HighLTV,LowFICO,5/1/2020,4.545426843,21.38946775,,0.351966414
N,HighLTV,LowFICO,4/1/2020,4.616419435,22.7208696,,0.248917377
Y,HighLTV,LowFICO,4/1/2020,4.554134857,19.51354131,,0.302937135
N,HighLTV,LowFICO,3/1/2020,4.621084977,20.17562519,,0.283524478
Y,HighLTV,LowFICO,3/1/2020,4.559150303,17.64053262,,0.360678239
N,HighLTV,LowFICO,2/1/2020,4.624302266,16.21576942,,0.267662509
Y,HighLTV,LowFICO,2/1/2020,4.563142457,13.81227245,,0.380836826
N,HighLTV,LowFICO,1/1/2020,4.62724142,15.64869369,,0.309791625
Y,HighLTV,LowFICO,1/1/2020,4.567223121,13.70968935,,0.414481238
N,HighLTV,LowFICO,12/1/2019,4.629302694,17.28067122,,0.28071982
Y,HighLTV,LowFICO,12/1/2019,4.56954404,15.20099123,,0.360400794
N,HighLTV,LowFICO,11/1/2019,4.633373851,17.18864121,,0.267706707
Y,HighLTV,LowFICO,11/1/2019,4.574853426,14.79073727,,0.366424258
N,HighLTV,LowFICO,10/1/2019,4.636320313,19.4208081,,0.304487512
Y,HighLTV,LowFICO,10/1/2019,4.577643722,17.30255657,,0.328861469
N,HighLTV,LowFICO,9/1/2019,4.637515453,17.47308946,,0.284437749
Y,HighLTV,LowFICO,9/1/2019,4.579940076,15.59300773,,0.337421563
N,HighLTV,LowFICO,8/1/2019,4.650451142,17.21145939,,0.30930509
Y,HighLTV,LowFICO,8/1/2019,4.585489934,15.34625099,,0.391614748
N,HighLTV,LowFICO,7/1/2019,4.646977196,16.40254278,,0.293362021
Y,HighLTV,LowFICO,7/1/2019,4.583977558,14.92266824,,0.359522155
N,HighLTV,LowFICO,6/1/2019,4.642304834,13.98313226,,0.277712312
Y,HighLTV,LowFICO,6/1/2019,4.581116663,12.6418975,,0.330785765
N,HighLTV,LowFICO,5/1/2019,4.618755399,14.99666191,,0.376602014
Y,HighLTV,LowFICO,5/1/2019,4.567984108,13.00704818,,0.501913962
N,HighLTV,LowFICO,4/1/2019,4.612045812,12.93418421,,0.297498853
Y,HighLTV,LowFICO,4/1/2019,4.561572532,11.05490569,,0.380550886
N,HighLTV,LowFICO,3/1/2019,4.604884205,11.37235384,,0.314723431
Y,HighLTV,LowFICO,3/1/2019,4.557268605,9.767759142,,0.365240381
N,HighLTV,LowFICO,2/1/2019,4.594328733,9.746760487,,0.265345085
Y,HighLTV,LowFICO,2/1/2019,4.54875273,8.015323457,,0.316817109
N,HighLTV,LowFICO,1/1/2019,4.578660927,8.53122314,,0.267520125
Y,HighLTV,LowFICO,1/1/2019,4.537346273,7.326408964,,0.326308952
N,HighLTV,LowFICO,12/1/2018,4.56448477,9.386514747,,0.286484218
Y,HighLTV,LowFICO,12/1/2018,4.527500144,8.410951207,,0.310346556
N,HighLTV,LowFICO,11/1/2018,4.552000607,9.785095103,,0.276745507
Y,HighLTV,LowFICO,11/1/2018,4.51500894,8.776100044,,0.353650158
N,HighLTV,LowFICO,10/1/2018,4.536791883,11.36772004,,0.296404859
Y,HighLTV,LowFICO,10/1/2018,4.502997778,9.739198233,,0.334116955
N,HighLTV,LowFICO,9/1/2018,4.521293375,10.68830492,,0.256095583
Y,HighLTV,LowFICO,9/1/2018,4.491072985,9.169462313,,0.329092422
N,HighLTV,LowFICO,8/1/2018,4.506732911,13.46316432,,0.301789287
Y,HighLTV,LowFICO,8/1/2018,4.479157611,11.33714481,,0.358267364
N,HighLTV,LowFICO,7/1/2018,4.491887235,13.03499159,,0.253864847
Y,HighLTV,LowFICO,7/1/2018,4.469392898,11.59924599,,0.335127663
N,HighLTV,LowFICO,6/1/2018,4.482196593,14.11040462,,0.298817461
Y,HighLTV,LowFICO,6/1/2018,4.458979175,12.28431234,,0.363583849
N,HighLTV,LowFICO,5/1/2018,4.473592577,13.24888569,,0.26661226
Y,HighLTV,LowFICO,5/1/2018,4.450639525,11.99356438,,0.333789991
N,HighLTV,LowFICO,4/1/2018,4.46901149,12.90235211,,0.246343519
Y,HighLTV,LowFICO,4/1/2018,4.446087734,11.10090955,,0.343390081
N,HighLTV,LowFICO,3/1/2018,4.465732787,13.19844246,,0.291086888
Y,HighLTV,LowFICO,3/1/2018,4.443625306,11.20007004,,0.317381483
N,HighLTV,LowFICO,2/1/2018,4.464957862,11.877541,,0.263977988
Y,HighLTV,LowFICO,2/1/2018,4.440911915,10.3393709,,0.307008772
N,HighLTV,LowFICO,1/1/2018,4.464382236,11.45542535,,0.252865658
Y,HighLTV,LowFICO,1/1/2018,4.439532734,10.41412026,,0.320448447
N,HighLTV,LowFICO,12/1/2017,4.466609826,13.49803495,,0.248665804
Y,HighLTV,LowFICO,12/1/2017,4.436932489,11.32976849,,0.291624384
N,HighLTV,LowFICO,11/1/2017,4.474309666,13.43312238,,0.244241504
Y,HighLTV,LowFICO,11/1/2017,4.428843407,11.64851727,,0.288126019
N,HighLTV,LowFICO,10/1/2017,4.473820718,13.97166894,,0.209091391
Y,HighLTV,LowFICO,10/1/2017,4.427411163,12.02678577,,0.265696898
N,HighLTV,LowFICO,9/1/2017,4.476031712,13.45432125,,0.235471608
Y,HighLTV,LowFICO,9/1/2017,4.426713695,11.70876621,,0.293676582
N,HighLTV,LowFICO,8/1/2017,4.413415949,14.44728692,,0.250313711
Y,HighLTV,LowFICO,8/1/2017,4.296540946,12.41303053,,0.314680185
N,HighLTV,LowFICO,7/1/2017,4.409974261,12.78966586,,0.237628378
Y,HighLTV,LowFICO,7/1/2017,4.291672922,10.82124716,,0.280969807
N,HighLTV,LowFICO,6/1/2017,4.405403365,13.35616441,,0.224962932
Y,HighLTV,LowFICO,6/1/2017,4.280687137,11.88568054,,0.271602257
N,HighLTV,LowFICO,5/1/2017,4.403150865,12.65563657,,0.23531482
Y,HighLTV,LowFICO,5/1/2017,4.273579262,11.19514542,,0.264120972
N,HighLTV,LowFICO,4/1/2017,4.397885824,10.85357558,,0.19836998
Y,HighLTV,LowFICO,4/1/2017,4.264815821,8.953311761,,0.27399353
N,HighLTV,LowFICO,3/1/2017,4.397600592,11.44338091,,0.263453317
Y,HighLTV,LowFICO,3/1/2017,4.260192397,9.628468904,,0.270093708
N,HighLTV,LowFICO,2/1/2017,4.397070367,9.44121347,,0.211263973
Y,HighLTV,LowFICO,2/1/2017,4.256264082,7.83970497,,0.255517742
N,HighLTV,LowFICO,1/1/2017,4.397874011,10.62237834,,0.215965537
Y,HighLTV,LowFICO,1/1/2017,4.254582904,8.981813355,,0.260594147
N,HighLTV,LowFICO,12/1/2016,4.40676814,13.90966216,,0.255702795
Y,HighLTV,LowFICO,12/1/2016,4.258889596,11.86781248,,0.294999326
N,HighLTV,LowFICO,11/1/2016,4.404865832,13.5395518,,0.225058148
Y,HighLTV,LowFICO,11/1/2016,4.259151775,12.31235238,,0.233794256
N,HighLTV,LowFICO,10/1/2016,4.412029748,13.07009819,,0.19635377
Y,HighLTV,LowFICO,10/1/2016,4.263203734,11.92674725,,0.287780334
N,HighLTV,LowFICO,9/1/2016,4.420382076,13.91502505,,0.231799318
Y,HighLTV,LowFICO,9/1/2016,4.266785012,12.34544055,,0.313977614
N,HighLTV,LowFICO,8/1/2016,4.426626207,14.0952915,,0.228318088
Y,HighLTV,LowFICO,8/1/2016,4.268504281,13.50287025,,0.300222866
N,HighLTV,LowFICO,7/1/2016,4.43234853,12.15632022,,0.218373432
Y,HighLTV,LowFICO,7/1/2016,4.270409618,10.2823087,,0.29704259
N,HighLTV,LowFICO,6/1/2016,4.438426202,12.95571235,,0.22532231
Y,HighLTV,LowFICO,6/1/2016,4.272327774,12.08941982,,0.23369832
N,HighLTV,LowFICO,5/1/2016,4.442416397,11.77312984,,0.191648617
Y,HighLTV,LowFICO,5/1/2016,4.272250074,10.90920509,,0.211127387
N,HighLTV,LowFICO,4/1/2016,4.446548659,10.5094586,,0.281724375
Y,HighLTV,LowFICO,4/1/2016,4.273535886,9.879843066,,0.277792744
N,HighLTV,LowFICO,3/1/2016,4.448878673,11.32039452,,0.21580988
Y,HighLTV,LowFICO,3/1/2016,4.272807408,9.248786878,,0.221945434
N,HighLTV,LowFICO,2/1/2016,4.449339577,8.651541163,,0.174152899
Y,HighLTV,LowFICO,2/1/2016,4.272393361,6.989987328,,0.243534333
N,HighLTV,LowFICO,1/1/2016,4.45112026,7.517300181,,0.195893711
Y,HighLTV,LowFICO,1/1/2016,4.271536377,6.863865152,,0.269104934
N,HighLTV,LowFICO,12/1/2015,4.453114225,9.519342154,,0.170135081
Y,HighLTV,LowFICO,12/1/2015,4.271235233,8.338248866,,0.232126245
N,HighLTV,LowFICO,11/1/2015,4.455566208,7.573529529,,0.159878579
Y,HighLTV,LowFICO,11/1/2015,4.269967272,7.252728366,,0.196142084
N,HighLTV,LowFICO,10/1/2015,4.456871524,8.809097612,,0.237582158
Y,HighLTV,LowFICO,10/1/2015,4.265959064,8.019325237,,0.247156795
N,HighLTV,LowFICO,9/1/2015,4.453414029,8.557790648,,0.201329595
Y,HighLTV,LowFICO,9/1/2015,4.265052655,8.018973135,,0.200200963
N,HighLTV,LowFICO,8/1/2015,4.453221641,8.512248337,,0.16787993
Y,HighLTV,LowFICO,8/1/2015,4.263697626,7.637343702,,0.270437411
N,HighLTV,LowFICO,7/1/2015,4.455653065,8.574953257,,0.180869077
Y,HighLTV,LowFICO,7/1/2015,4.263441619,8.768268263,,0.281800899
N,HighLTV,LowFICO,6/1/2015,4.457631423,8.860859902,,0.17993522
Y,HighLTV,LowFICO,6/1/2015,4.267493997,9.069692903,,0.233968588
N,HighLTV,LowFICO,5/1/2015,4.460702992,8.373602564,,0.201276812
Y,HighLTV,LowFICO,5/1/2015,4.269045848,8.094928219,,0.267462076
N,HighLTV,LowFICO,4/1/2015,4.465169118,7.988814077,,0.16424911
Y,HighLTV,LowFICO,4/1/2015,4.27330165,8.28346776,,0.258170008
N,HighLTV,LowFICO,3/1/2015,4.468763913,8.765626977,,0.194902557
Y,HighLTV,LowFICO,3/1/2015,4.27460524,7.929166399,,0.225394755
N,HighLTV,LowFICO,2/1/2015,4.469063548,6.931714953,,0.146529262
Y,HighLTV,LowFICO,2/1/2015,4.272455304,5.981865982,,0.201491054
N,HighLTV,LowFICO,1/1/2015,4.467249554,5.765244228,,0.211233524
Y,HighLTV,LowFICO,1/1/2015,4.268255025,4.742295632,,0.218312764
N,LowLTV,MidFICO,12/1/2021,3.442558232,7.617895672,0,0.071645033
Y,LowLTV,MidFICO,12/1/2021,3.395070723,13.20182483,0,0.255133691
N,LowLTV,MidFICO,11/1/2021,3.463734616,2.320049786,0,0.102152808
Y,LowLTV,MidFICO,11/1/2021,3.421826503,7.27952952,3.1242275,0.260205443
N,LowLTV,MidFICO,10/1/2021,3.465703013,6.544716318,0,0.090301993
Y,LowLTV,MidFICO,10/1/2021,3.426895401,7.28653378,0.680013372,0.049672503
N,LowLTV,MidFICO,9/1/2021,3.832561963,20.64951038,1.208288615,0.410785168
Y,LowLTV,MidFICO,9/1/2021,3.694382143,17.52157443,1.814719107,0.217968174
N,LowLTV,MidFICO,8/1/2021,3.844361928,6.408054721,0,0.265076475
Y,LowLTV,MidFICO,8/1/2021,3.729334307,8.331501141,0,0.349944134
N,LowLTV,MidFICO,7/1/2021,3.849121294,18.27744662,3.935165768,0.349530934
Y,LowLTV,MidFICO,7/1/2021,3.737019666,11.15507469,0,0.273850013
N,LowLTV,MidFICO,6/1/2021,3.906056673,6.210953156,0,0.335161973
Y,LowLTV,MidFICO,6/1/2021,3.799938765,8.914011824,0,0.230496171
N,LowLTV,MidFICO,5/1/2021,3.912634889,14.14872743,2.627190321,0.129127427
Y,LowLTV,MidFICO,5/1/2021,3.808553825,10.20534059,1.345377723,0.437081797
N,LowLTV,MidFICO,4/1/2021,3.917946177,15.80464049,0,0.618258129
Y,LowLTV,MidFICO,4/1/2021,3.817306188,14.28760792,0,0.185412721
N,LowLTV,MidFICO,3/1/2021,4.000038113,21.07813379,0,0.545267757
Y,LowLTV,MidFICO,3/1/2021,3.881218331,14.58810211,0,1.170163496
N,LowLTV,MidFICO,2/1/2021,4.007395266,18.42158757,,0.188004202
Y,LowLTV,MidFICO,2/1/2021,3.89181863,10.9063258,,0.274013152
N,LowLTV,MidFICO,1/1/2021,4.10510988,14.4522248,,0.237245988
Y,LowLTV,MidFICO,1/1/2021,3.976582653,12.76563005,,0.204498071
N,LowLTV,MidFICO,12/1/2020,4.11403932,20.83344176,,0.923630832
Y,LowLTV,MidFICO,12/1/2020,3.980695396,10.88279859,,0.217604553
N,LowLTV,MidFICO,11/1/2020,4.184542644,13.60649299,,1.248520746
Y,LowLTV,MidFICO,11/1/2020,4.090029605,17.15789675,,0.235622525
N,LowLTV,MidFICO,10/1/2020,4.184965124,14.16570893,,0.313240343
Y,LowLTV,MidFICO,10/1/2020,4.094195864,14.55314589,,0.761159894
N,LowLTV,MidFICO,9/1/2020,4.224640177,9.455676949,,0.195501462
Y,LowLTV,MidFICO,9/1/2020,4.168419453,12.77527652,,0.149074676
N,LowLTV,MidFICO,8/1/2020,4.269001118,11.2000577,,0.765606803
Y,LowLTV,MidFICO,8/1/2020,4.216656869,15.10440273,,0.420216029
N,LowLTV,MidFICO,7/1/2020,4.314053707,10.36678548,,0.21078696
Y,LowLTV,MidFICO,7/1/2020,4.2913599,10.69375835,,0.415787082
N,LowLTV,MidFICO,6/1/2020,4.361719073,18.92456431,,0.802581116
Y,LowLTV,MidFICO,6/1/2020,4.361343401,7.732076793,,0.208819321
N,LowLTV,MidFICO,5/1/2020,4.362736734,6.771639082,,0.606795273
Y,LowLTV,MidFICO,5/1/2020,4.364594165,6.74856403,,0.239057586
N,LowLTV,MidFICO,4/1/2020,4.396240346,4.287507157,,0.176775482
Y,LowLTV,MidFICO,4/1/2020,4.41370478,4.189677012,,0.225622036
N,LowLTV,MidFICO,3/1/2020,4.395191399,5.934063871,,0.208451318
Y,LowLTV,MidFICO,3/1/2020,4.416837476,8.764332793,,0.285857876
N,LowLTV,MidFICO,2/1/2020,4.393494946,17.19343648,,0.653327295
Y,LowLTV,MidFICO,2/1/2020,4.41762552,4.580149066,,0.130748419
N,LowLTV,MidFICO,1/1/2020,4.415834502,9.488754376,,0.212392025
Y,LowLTV,MidFICO,1/1/2020,4.455024329,9.113437645,,0.328441158
N,LowLTV,MidFICO,12/1/2019,4.423516386,15.9634086,,0.270584656
Y,LowLTV,MidFICO,12/1/2019,4.456180729,7.693096149,,0.404482031
N,LowLTV,MidFICO,11/1/2019,4.425806578,12.32349022,,0.258897913
Y,LowLTV,MidFICO,11/1/2019,4.461390764,7.089523369,,0.377906364
N,LowLTV,MidFICO,10/1/2019,4.456498104,12.47080056,,0.330408662
Y,LowLTV,MidFICO,10/1/2019,4.513379399,5.871126155,,0.328163718
N,LowLTV,MidFICO,9/1/2019,4.449765282,18.38129127,,0.585453405
Y,LowLTV,MidFICO,9/1/2019,4.516394705,3.11003176,,0.24532807
N,LowLTV,MidFICO,8/1/2019,4.794118441,3.379133637,,0.122700184
Y,LowLTV,MidFICO,8/1/2019,4.880900836,16.54461787,,0.607723216
N,LowLTV,MidFICO,7/1/2019,4.789742157,11.90680642,,0.079653364
Y,LowLTV,MidFICO,7/1/2019,4.882943816,5.775631953,,0.69354299
N,LowLTV,MidFICO,6/1/2019,4.790605784,10.00246323,,-0.030672397
Y,LowLTV,MidFICO,6/1/2019,4.998447663,0.485015447,,0.485015447
N,LowLTV,MidFICO,5/1/2019,4.241366473,12.47876776,,0.140207968
Y,LowLTV,MidFICO,5/1/2019,4.057845272,6.874362516,,0.16809731
N,LowLTV,MidFICO,4/1/2019,4.240252142,5.591342843,,0.129455263
Y,LowLTV,MidFICO,4/1/2019,4.057074249,7.635454635,,0.201788095
N,LowLTV,MidFICO,3/1/2019,4.235287542,1.853935503,,0.144189437
Y,LowLTV,MidFICO,3/1/2019,4.064159169,6.625051895,,0.216844759
N,LowLTV,MidFICO,2/1/2019,4.227631157,6.524371125,,0.142104739
Y,LowLTV,MidFICO,2/1/2019,4.065076911,3.060642809,,0.17923948
N,LowLTV,MidFICO,1/1/2019,4.174241535,1.198127179,,0.11835379
Y,LowLTV,MidFICO,1/1/2019,4.042012606,12.26750625,,0.177590996
N,LowLTV,MidFICO,12/1/2018,4.167078395,3.939299489,,1.416955947
Y,LowLTV,MidFICO,12/1/2018,4.041646901,6.196399845,,0.245258758
N,LowLTV,MidFICO,11/1/2018,4.170027956,5.574364138,,0.084785871
Y,LowLTV,MidFICO,11/1/2018,4.03943465,4.163630457,,0.160046113
N,LowLTV,MidFICO,10/1/2018,4.098246542,7.229130802,,0.217029807
Y,LowLTV,MidFICO,10/1/2018,4.002433067,9.252312112,,0.179883785
N,LowLTV,MidFICO,9/1/2018,4.098820339,2.167246086,,0.215104595
Y,LowLTV,MidFICO,9/1/2018,4.0015267,4.524778872,,0.174110875
N,LowLTV,MidFICO,8/1/2018,4.101357277,10.07352691,,0.133625613
Y,LowLTV,MidFICO,8/1/2018,4.001036866,6.796681074,,0.185101661
N,LowLTV,MidFICO,7/1/2018,4.035651858,9.061665317,,0.10360883
Y,LowLTV,MidFICO,7/1/2018,3.960223493,14.05079575,,0.384255154
N,LowLTV,MidFICO,6/1/2018,4.034892179,3.034563586,,0.155633416
Y,LowLTV,MidFICO,6/1/2018,3.959059546,5.225471705,,0.161742833
N,LowLTV,MidFICO,5/1/2018,4.033902874,12.47748447,,0.137520639
Y,LowLTV,MidFICO,5/1/2018,3.957598594,6.554784908,,0.169150668
N,LowLTV,MidFICO,4/1/2018,4.014864364,3.131706111,,0.126523379
Y,LowLTV,MidFICO,4/1/2018,3.947763876,6.193658167,,0.179824235
N,LowLTV,MidFICO,3/1/2018,4.014098125,6.214931793,,0.131584722
Y,LowLTV,MidFICO,3/1/2018,3.946355302,11.04975673,,0.193454432
