Row Labels,<=-2,>-0.25 and <=0,>-0.5 and <=-0.25,>-0.75 and <=-0.5,>-1 and <=-0.75,>-1.25 and <=-1,>-1.5 and <=-1.25,>-1.75 and <=-1.5,>-2 and <=-1.75,>0 and <=0.25,>0.25,Grand Total
09/01/12,-0.000574757,15.92059017,15.19648106,11.19351554,12.90587771,16.83620371,9.68915839,1.296612091,0.001747744,14.77931866,25.39746547,123.2163958
10/01/12,-0.509125626,15.28536605,15.29367029,11.74122054,17.12498424,17.09494561,1.618898248,1.345121729,0.002198502,15.01401133,28.7197173,122.7310082
11/01/12,0.001049,16.95481586,12.64500832,11.23257759,14.03675988,4.858977416,1.161229245,0.001771829,0.612279801,12.53211368,26.41824363,100.4548263
12/01/12,-0.001419881,14.2626235,11.06214149,12.44606445,8.261237684,1.309946326,0.453988308,-0.133232141,-0.479651953,13.00125728,27.07181301,87.25476807
01/01/13,-0.000506563,13.45179771,10.88581447,9.484983799,6.900271283,4.638951298,1.192424567,0.222648689,-0.002977595,11.69725143,26.83616839,85.30682748
02/01/13,0.000411493,10.86940566,8.353019016,7.605800688,8.431172536,4.420596391,7.403706865,0.709677457,0.418481691,7.175893182,26.36137532,81.7495403
03/01/13,-0.212858699,8.423736122,11.29228693,6.73621028,8.390507391,5.336163234,3.552901292,2.002099287,0.1116284,8.146238146,28.30243003,82.08134241
04/01/13,1.165423775,7.825201707,10.34190331,8.416564269,7.653742236,12.94475211,5.931791052,2.09211414,-0.005920871,6.532019328,28.67943341,91.57702447
05/01/13,0.007289935,11.42221189,11.03088451,8.764659603,12.42076362,11.27692086,8.96635253,0.561142261,-0.075500489,7.531155722,27.37996452,99.28584496
06/01/13,18.79363746,8.351846697,10.01728639,8.092764076,8.737778219,14.13641846,6.66369213,0.960715173,-0.007111852,7.920959041,26.56512895,110.2331147
07/01/13,0.813024283,9.025220678,6.14552913,7.69441439,8.517802837,7.229991855,7.311543061,7.96504027,4.65762446,11.97100463,30.99714884,102.3283444
08/01/13,12.37670535,9.504007779,7.351568546,5.027660173,6.075007729,6.510995281,6.08831896,5.077418694,6.70378053,13.65344168,28.25906726,106.627972
09/01/13,11.09703385,8.037901244,5.526464209,4.973473063,4.075259885,5.141990405,4.467800132,4.453394607,5.479253513,10.45252382,23.23877057,86.9438653
10/01/13,5.232088657,7.725225971,5.698362281,4.757722055,4.117644588,5.100144821,4.69238696,4.679924487,4.759394374,9.069071817,21.45168519,77.2836512
11/01/13,1.63145139,5.00696469,4.35878834,3.418094187,4.21684459,4.779312219,3.950657697,5.09796032,4.523592189,6.717471265,17.47635081,61.1774877
12/01/13,6.194853353,6.536718844,5.582999093,4.011817211,4.691760971,4.969107964,4.530662027,4.539655401,6.299407968,8.574710196,19.16132783,75.09302086
01/01/14,8.743550646,5.759682639,4.241892704,4.075336056,3.441490961,4.170166651,4.497651894,3.848172995,5.861477752,6.366571712,16.17178387,67.17777788
02/01/14,6.70252152,5.682375897,4.329117242,3.870421598,3.578562498,4.384608816,4.191390914,4.01385136,3.775375248,5.854561294,14.76539292,61.14817931
03/01/14,13.08944715,6.285227252,5.397404057,4.437005308,4.746548531,5.414764035,5.234836357,4.51148337,6.694161505,6.867456606,15.43305696,78.11139113
04/01/14,13.09425298,6.77748005,6.148958619,5.511393905,5.232925495,6.859032774,5.568212399,6.189980431,6.567481268,8.055414038,15.87214689,85.87727885
05/01/14,9.21322759,7.54952027,6.556608692,5.894937648,6.080427182,7.369950401,6.684957354,8.014459763,8.061766481,8.135231963,15.91224919,89.47333653
06/01/14,20.24742717,8.517236868,7.429555242,7.486172878,7.861558082,8.739709485,7.783313525,9.863275809,10.62851051,9.160276134,15.96836293,113.6853986
07/01/14,18.10692513,9.338598982,8.224388997,7.692748185,8.316884061,8.337202058,8.156389712,7.733219127,14.44577429,9.397504843,16.41357306,116.1632084
08/01/14,4.7548499,8.53769544,7.61371983,6.877944213,7.44004732,8.919877231,7.894195251,8.265224996,8.442032335,8.993534893,15.59469166,93.33381307
09/01/14,8.25584953,7.345898649,6.522488908,5.862736852,6.939431203,7.398766054,6.283428116,8.959558364,15.90449149,7.813350343,15.09092173,96.37692124
10/01/14,1.12561935,8.427991434,7.848093377,6.484020595,7.131006695,7.990333923,7.363146096,8.910564359,9.076039937,8.48238216,16.06458752,88.90378545
11/01/14,19.15983122,7.329232141,6.656025875,6.842688806,7.240007886,6.95261286,5.95074034,5.049058398,5.059133096,7.611796652,14.61078841,92.46191568
12/01/14,15.12976002,8.573729446,7.728525587,7.589213698,7.996991068,7.94227033,7.614081796,9.123989859,10.72420714,9.030496249,16.92497684,108.378242
01/01/15,0.458559952,6.223409572,5.762099213,7.452470294,5.664863905,6.169237121,6.953249925,13.65111593,7.703511885,6.691131538,13.59917303,80.32882237
02/01/15,1.212990773,7.530278548,8.93346859,7.262369619,7.037687507,7.380212556,5.57339675,38.75919588,25.18309546,7.808681143,16.56283865,133.2442155
03/01/15,1.007489049,9.440904148,10.89682512,8.598478571,8.289401148,8.199081861,13.01152207,25.71123019,75.35382045,10.74083411,20.78629987,192.0358866
04/01/15,23.05634091,9.81793482,10.21279179,9.765665338,8.637677805,9.116007532,10.88573521,15.51928493,26.59755162,10.27852918,18.95044539,152.8379645
05/01/15,0.678715692,9.750315596,10.53855412,9.557565312,10.06625602,10.77104569,15.78011963,24.03740447,0.27084992,10.3441606,17.7776652,119.5726523
06/01/15,0.269149553,10.33347339,10.70823387,11.67379709,11.033098,10.83471008,13.29536749,5.335472427,63.00537104,11.52831788,18.60958748,166.6265783
07/01/15,0.496571018,10.09160277,9.904685474,10.49294648,9.880081251,10.01732076,13.28462918,20.6684459,1.109090786,10.36046033,17.73323049,114.0390644
08/01/15,26.93527873,9.015837245,9.425041364,9.614484556,9.242617966,10.02734983,11.35316643,11.51637631,14.8554873,9.516460638,17.31582129,138.8179217
09/01/15,0.643729597,8.399399961,8.97687996,9.575085007,8.293890863,8.720987178,10.97567958,13.62059166,16.29652345,8.349436797,15.81044166,109.6626457
10/01/15,0.474752998,8.289943313,8.857634727,9.603829598,8.922630548,9.159314631,12.01241094,9.813717814,29.33749258,8.496558546,15.71500435,120.68329
11/01/15,0.654230627,7.166634832,7.657419525,7.947760378,7.905460612,9.489418436,10.39728608,22.715776,33.94651298,7.909476676,12.99407205,128.7840482
12/01/15,0.454452052,8.176100708,8.492375126,8.973978846,8.454211057,8.519612271,11.51964482,9.022436455,44.07241285,8.123882873,15.34094117,131.1500482
01/01/16,26.83914798,6.372772681,6.610146208,7.411411848,6.137918861,7.240890442,8.09708602,4.330914405,32.91248598,6.595181829,12.34823288,124.8961891
02/01/16,0.222611128,7.078456349,7.187384483,7.567440451,6.84787013,8.562644365,7.628054244,13.3585208,0.470994247,7.033298047,12.91233071,78.86960495
03/01/16,0.985422047,10.28968976,10.4737773,10.37671962,9.531988838,11.36521493,16.31687781,20.25932741,19.6305544,11.07347403,17.48970754,137.7927537
04/01/16,87.61512946,10.45682401,10.13626511,10.66302324,10.77526104,12.84144499,17.53792024,21.00767002,0.483364145,10.87045582,16.41606695,208.803425
05/01/16,-0.331377101,11.56977452,12.36984431,11.2049635,12.67948108,11.66423845,22.71950606,0.481059567,0.160730198,11.11224174,17.03035482,110.6608171
06/01/16,0.337589811,12.89959887,13.64583561,12.89435318,15.31510131,14.3619538,7.177609588,51.44060319,0.342261606,12.33099613,18.11566113,158.8615642
07/01/16,70.51119974,11.60592397,12.59555803,11.13572274,12.90058358,15.9231547,11.33341142,13.48585007,0.646208052,11.37236876,16.73968784,188.2496689
08/01/16,1.454004184,15.43760319,14.91417605,13.41058249,16.18350171,15.87094287,31.53962341,0.326200234,0.167406157,14.35260948,20.81668847,144.4733382
09/01/16,1.464839893,13.79601611,13.65994856,12.17570006,10.99723873,10.73657887,25.56562855,0.494032011,0.060214336,13.67322743,19.99563886,122.6190634
10/01/16,1.47590569,12.63061871,12.32593605,11.67695584,12.56714213,14.96798177,39.98964202,1.006498858,0.748724619,12.59626391,19.48541444,139.471084
11/01/16,1.486975278,12.42683335,12.3648768,10.06078853,13.409511,19.08098748,31.3798029,33.55430549,0.138422088,10.96381635,18.81532655,163.6816458
12/01/16,0.458496402,9.224624603,10.9171855,12.15699691,10.62370495,9.335075514,11.43609738,20.47897229,56.94219645,11.30837211,20.3439889,173.225711
01/01/17,27.63806051,8.978781448,6.421137074,6.546777456,8.102839533,7.827457244,6.951972116,9.754480342,16.64230576,11.44894544,18.30188487,128.6146418
02/01/17,25.42938132,7.342230482,5.874425891,5.490395669,7.120002895,7.018099624,6.29960939,7.914726831,11.40191095,9.130037539,15.25620992,108.2770305
03/01/17,13.0836029,8.968426152,7.182535093,6.964285039,8.835828361,8.741757135,8.553433065,12.68557124,15.51180119,11.14613949,17.30033228,118.9737119
04/01/17,29.00763954,8.854643272,6.970138296,6.675508707,8.730206777,8.538389573,8.070247965,10.8549959,12.59654931,9.999650048,15.41796009,125.7159295
05/01/17,22.95837706,9.510586827,8.469711602,9.500849952,10.72863154,9.900310973,9.320583111,13.14617753,31.7317962,11.55156417,16.69233857,153.5109275
06/01/17,34.42595979,10.69782796,9.164053694,10.45355996,11.66461042,11.17449899,11.81867118,15.02689022,32.60000497,12.90721083,17.01733827,176.9506263
07/01/17,37.60538207,9.192294914,8.882521096,10.36832593,10.4510058,9.661914993,11.39917545,20.34561944,27.00601691,11.39316604,15.07056445,171.3759871
08/01/17,76.25792602,9.968071933,10.03036295,10.97922619,10.84138075,10.181708,10.3573466,14.77698703,43.30965179,12.21353483,16.54132856,225.4575247
09/01/17,27.59336527,9.339982942,8.757894105,9.979332463,9.723660251,9.040401238,12.83508132,16.68455725,34.82979881,11.08819829,15.37532717,165.2475991
10/01/17,29.66773712,9.51651915,9.552202797,10.02223345,9.970418047,10.94927997,13.04860176,13.22353557,51.10697199,11.25439229,15.83468777,184.1465799
11/01/17,25.55024166,9.048864013,8.761799245,10.05675499,9.934636349,8.620137871,11.15282553,12.97168094,21.01849913,10.56066696,14.83970714,142.5158138
12/01/17,59.51945441,8.292652797,8.433631664,8.583429645,9.270586524,8.248300126,11.13449463,15.95326681,50.59211325,9.818488806,14.10517908,203.9515977
01/01/18,26.87556098,7.529076358,7.329718148,7.68859013,8.09722845,8.133849551,9.162097443,17.05038029,35.69859034,8.342163478,12.28722794,148.1944831
02/01/18,41.57755422,7.595973981,6.791034185,7.264160696,7.809387594,7.380609148,8.363847884,11.17320223,9.312468222,8.819370015,11.84198925,127.9295974
03/01/18,21.51149837,9.410476338,8.334969494,7.923041497,8.355656674,8.77655302,9.937283953,10.83220111,13.008464,10.38186019,14.68660041,123.1586051
04/01/18,24.61660803,9.838913005,9.067283774,8.511104457,8.434850661,8.607584779,9.824548375,9.567447311,10.38945563,11.36241601,14.30118676,124.5213988
05/01/18,23.015889,10.55560411,10.10078187,9.779200579,9.642806849,10.62144335,11.13223759,11.10335592,14.24547167,11.99019192,15.32565031,137.5126332
06/01/18,17.9485485,11.531198,11.14650426,10.2594063,10.15717452,10.07382181,10.75803383,11.18446579,11.46082419,13.09822197,15.53300954,133.1512087
07/01/18,16.47479237,10.73320627,10.38308501,9.742647565,10.11040137,9.909146684,10.44361365,10.75685956,10.4343373,11.3923584,13.75917764,124.1396258
08/01/18,14.53785531,11.37376168,11.61081945,10.52559909,9.779014392,9.768274838,10.09974193,10.65332176,12.01259503,12.02490403,14.30807512,126.6939626
09/01/18,12.55331881,9.274987663,8.904034761,8.208035315,7.733817382,7.935821551,8.332864627,8.30457596,8.229892226,9.455410239,11.16402579,100.0967843
10/01/18,10.81145488,9.876103418,9.276757444,8.867666841,8.533061936,8.115915123,9.4801167,8.96423163,8.882211337,8.95324708,12.63097237,104.3917388
